"species","Type","Reitur","km","Fluor","Brennisteinn","2020","2023","CoverageChange","Stadur","Mynd"
"Tephromela atra","Hrúðurfléttur","R47",17.3,0,0,0.5,1,0.5,"Þyrilsnes","35. mynd"
"Tremolecia atrata","Hrúðurfléttur","R47",17.3,0,0,0.1,0.5,0.4,"Þyrilsnes","35. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R47",17.3,0,0,15,20,5,"Þyrilsnes","35. mynd"
"Ber klöpp","Hrúðurfléttur","R47",17.3,0,0,1,3,2,"Þyrilsnes","35. mynd"
"Andreaea rupestris","Mosar","R48",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Hypnum cupressiforme","Mosar","R48",8.1,0,0,4,6,2,"Hvammsnes","29. mynd"
"Schistidium maritimum","Mosar","R48",8.1,0,0,1,2,1,"Hvammsnes","29. mynd"
"Ulota phyllantha","Mosar","R48",8.1,0,0,9,11,2,"Hvammsnes","29. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R48",8.1,0,0,50,38,-12,"Hvammsnes","29. mynd"
"Physcia tenella var. marina","Blað- og runnfléttur","R48",8.1,0,0,0.5,NA,NA,"Hvammsnes","29. mynd"
"Acarospora veronensis","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R48",8.1,0,0,0.5,0.5,0,"Hvammsnes","29. mynd"
"Athallia holocarpa","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Calvitimela armeniaca","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Candelariella vitellina","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Lecanora sp.","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Lecidea lapicida","Hrúðurfléttur","R48",8.1,0,0,0.5,0.5,0,"Hvammsnes","29. mynd"
"Lecidella meiococca","Hrúðurfléttur","R48",8.1,0,0,11,17,6,"Hvammsnes","29. mynd"
"Lepra corallina","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R48",8.1,0,0,2,3,1,"Hvammsnes","29. mynd"
"Scoliciosporum umbrinum","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Tephromela atra","Hrúðurfléttur","R48",8.1,0,0,0.1,NA,NA,"Hvammsnes","29. mynd"
"Tremolecia atrata","Hrúðurfléttur","R48",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Varicellaria lactea","Hrúðurfléttur","R48",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Verrucaria aethiobola","Hrúðurfléttur","R48",8.1,0,0,0.1,0.5,0.4,"Hvammsnes","29. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R48",8.1,0,0,8,4,-4,"Hvammsnes","29. mynd"
"Ber klöpp","Hrúðurfléttur","R48",8.1,0,0,7,16,9,"Hvammsnes","29. mynd"
"Andreaea rupestris","Mosar","R49",8.1,0,0,3,4,1,"Hvammsnes","29. mynd"
"Pogonatum urnigerum","Mosar","R49",8.1,0,0,0.5,2,1.5,"Hvammsnes","29. mynd"
"Polytrichum piliferum","Mosar","R49",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Racomitrium ericoides","Mosar","R49",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Racomitrium fasciculare","Mosar","R49",8.1,0,0,3,3,0,"Hvammsnes","29. mynd"
"Racomitrium lanuginosum","Mosar","R49",8.1,0,0,7,10,3,"Hvammsnes","29. mynd"
"Schistidium flexipile","Mosar","R49",8.1,0,0,0.5,2,1.5,"Hvammsnes","29. mynd"
"Soppmosi","Mosar","R49",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Cetraria aculeata","Blað- og runnfléttur","R49",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Cetraria muricata","Blað- og runnfléttur","R49",8.1,0,0,NA,0.5,NA,"Hvammsnes","29. mynd"
"Cladonia borealis","Blað- og runnfléttur","R49",8.1,0,0,0.5,0.5,0,"Hvammsnes","29. mynd"
"Cladonia cervicornis","Blað- og runnfléttur","R49",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Cladonia subcervicornis","Blað- og runnfléttur","R49",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Cladonia uncialis","Blað- og runnfléttur","R49",8.1,0,0,0.1,0.5,0.4,"Hvammsnes","29. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R49",8.1,0,0,NA,1,NA,"Hvammsnes","29. mynd"
"Polychidium muscicola","Blað- og runnfléttur","R49",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R49",8.1,0,0,37,38,1,"Hvammsnes","29. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R49",8.1,0,0,NA,0.5,NA,"Hvammsnes","29. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R49",8.1,0,0,1,1,0,"Hvammsnes","29. mynd"
"Catillaria contristans","Hrúðurfléttur","R49",8.1,0,0,0.5,NA,NA,"Hvammsnes","29. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R49",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Lecanora intricata","Hrúðurfléttur","R49",8.1,0,0,0.5,0.1,-0.4,"Hvammsnes","29. mynd"
"Lecanora polytropa","Hrúðurfléttur","R49",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Lecidea lapicida","Hrúðurfléttur","R49",8.1,0,0,1,1,0,"Hvammsnes","29. mynd"
"Ochrolechia androgyna","Hrúðurfléttur","R49",8.1,0,0,NA,0.5,NA,"Hvammsnes","29. mynd"
"Pertusaria aspergilla","Hrúðurfléttur","R49",8.1,0,0,2,2,0,"Hvammsnes","29. mynd"
"Placopsis gelida","Hrúðurfléttur","R49",8.1,0,0,0.5,NA,NA,"Hvammsnes","29. mynd"
"Porpidia flavicunda","Hrúðurfléttur","R49",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Porpidia melinodes","Hrúðurfléttur","R49",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Rhizocarpon expallescens","Hrúðurfléttur","R49",8.1,0,0,NA,NA,NA,"Hvammsnes","29. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R49",8.1,0,0,0.5,3,2.5,"Hvammsnes","29. mynd"
"Tephromela atra","Hrúðurfléttur","R49",8.1,0,0,0.1,1,0.9,"Hvammsnes","29. mynd"
"Tremolecia atrata","Hrúðurfléttur","R49",8.1,0,0,0.1,0.5,0.4,"Hvammsnes","29. mynd"
"Varicellaria lactea","Hrúðurfléttur","R49",8.1,0,0,2,NA,NA,"Hvammsnes","29. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R49",8.1,0,0,5,4,-1,"Hvammsnes","29. mynd"
"Ber klöpp","Hrúðurfléttur","R49",8.1,0,0,2,1,-1,"Hvammsnes","29. mynd"
"Schistidium maritimum","Mosar","R50",8.1,0,0,0.5,0.5,0,"Hvammsnes","29. mynd"
"Ulota phyllantha","Mosar","R50",8.1,0,0,0.5,0.5,0,"Hvammsnes","29. mynd"
"Physcia caesia","Blað- og runnfléttur","R50",8.1,0,0,3,4,1,"Hvammsnes","29. mynd"
"Physcia tenella var. marina","Blað- og runnfléttur","R50",8.1,0,0,4,5,1,"Hvammsnes","29. mynd"
"Athallia holocarpa","Hrúðurfléttur","R50",8.1,0,0,0.01,0.1,0.09,"Hvammsnes","29. mynd"
"Candelariella vitellina","Hrúðurfléttur","R50",8.1,0,0,0.5,1,0.5,"Hvammsnes","29. mynd"
"Lecidella meiococca","Hrúðurfléttur","R50",8.1,0,0,9,9,0,"Hvammsnes","29. mynd"
"Ochrolechia parella","Hrúðurfléttur","R50",8.1,0,0,7,8,1,"Hvammsnes","29. mynd"
"Tephromela atra","Hrúðurfléttur","R50",8.1,0,0,5,9,4,"Hvammsnes","29. mynd"
"litlar svartar, þallausar askhirslur","Hrúðurfléttur","R50",8.1,0,0,2,1,-1,"Hvammsnes","29. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R50",8.1,0,0,15,10,-5,"Hvammsnes","29. mynd"
"Ber klöpp","Hrúðurfléttur","R50",8.1,0,0,1,3,2,"Hvammsnes","29. mynd"
"Andreaea rupestris","Mosar","R51",3.9,0,0,1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Frullania tamarisci","Mosar","R51",3.9,0,0,1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Hypnum cupressiforme","Mosar","R51",3.9,0,0,3,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Pogonatum urnigerum","Mosar","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Polytrichum piliferum","Mosar","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Racomitrium ericoides","Mosar","R51",3.9,0,0,4,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Racomitrium fasciculare","Mosar","R51",3.9,0,0,8,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Racomitrium lanuginosum","Mosar","R51",3.9,0,0,23,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Schistidium flexipile","Mosar","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Ulota phyllantha","Mosar","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Mosi 1","Mosar","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Cetraria aculeata","Blað- og runnfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Cladonia borealis","Blað- og runnfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Cladonia pyxidata","Blað- og runnfléttur","R51",3.9,0,0,0.5,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Cladonia sp.","Blað- og runnfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Cladonia subcervicornis","Blað- og runnfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R51",3.9,0,0,5,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Polychidium muscicola","Blað- og runnfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Scytinium lichenoides","Blað- og runnfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Sphaerophorus fragilis","Blað- og runnfléttur","R51",3.9,0,0,0.1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R51",3.9,0,0,0.5,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Umbilicaria cylindrica","Blað- og runnfléttur","R51",3.9,0,0,0.5,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Umbilicaria proboscidea","Blað- og runnfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R51",3.9,0,0,2,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Candelariella vitellina","Hrúðurfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecanora intricata","Hrúðurfléttur","R51",3.9,0,0,0.5,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecanora marginata","Hrúðurfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecanora polytropa","Hrúðurfléttur","R51",3.9,0,0,0.1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R51",3.9,0,0,1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecidea praenubila","Hrúðurfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Ochrolechia frigida","Hrúðurfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Ochrolechia xanthostoma","Hrúðurfléttur","R51",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Porpidia melinodes","Hrúðurfléttur","R51",3.9,0,0,0.5,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Rhizocarpon expallescens","Hrúðurfléttur","R51",3.9,0,0,0.5,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R51",3.9,0,0,0.1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Tremolecia atrata","Hrúðurfléttur","R51",3.9,0,0,0.1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Varicellaria lactea","Hrúðurfléttur","R51",3.9,0,0,1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R51",3.9,0,0,7,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Ber klöpp","Hrúðurfléttur","R51",3.9,0,0,4,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Andreaea rupestris","Mosar","R52",3.9,0,0,6,10,4,"Ofan Hvalfjarðareyrar","28. mynd"
"Frullania tamarisci","Mosar","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Pogonatum urnigerum","Mosar","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Racomitrium ericoides","Mosar","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Racomitrium fasciculare","Mosar","R52",3.9,0,0,8,12,4,"Ofan Hvalfjarðareyrar","28. mynd"
"Racomitrium heterostichum","Mosar","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Racomitrium lanuginosum","Mosar","R52",3.9,0,0,22,26,4,"Ofan Hvalfjarðareyrar","28. mynd"
"Schistidium flexipile","Mosar","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Mosi 8063-8064","Mosar","R52",3.9,0,0,NA,1,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Dauður mosi","Mosar","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Cladonia borealis","Blað- og runnfléttur","R52",3.9,0,0,0.5,0.5,0,"Ofan Hvalfjarðareyrar","28. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R52",3.9,0,0,0.5,2,1.5,"Ofan Hvalfjarðareyrar","28. mynd"
"Polychidium muscicola","Blað- og runnfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R52",3.9,0,0,1,2,1,"Ofan Hvalfjarðareyrar","28. mynd"
"Umbilicaria cylindrica","Blað- og runnfléttur","R52",3.9,0,0,NA,4,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Umbilicaria proboscidea","Blað- og runnfléttur","R52",3.9,0,0,2,3,1,"Ofan Hvalfjarðareyrar","28. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R52",3.9,0,0,5,4,-1,"Ofan Hvalfjarðareyrar","28. mynd"
"Caloplaca cerina","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Candelariella vitellina","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Carbonea vorticosa","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Catillaria contristans","Hrúðurfléttur","R52",3.9,0,0,0.5,0.1,-0.4,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecanora intricata","Hrúðurfléttur","R52",3.9,0,0,0.5,1,0.5,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecanora polytropa","Hrúðurfléttur","R52",3.9,0,0,0.01,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecidea lapicida","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecidea praenubila","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Lecidea tesselata","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Pertusaria sp.","Hrúðurfléttur","R52",3.9,0,0,1,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Placopsis gelida","Hrúðurfléttur","R52",3.9,0,0,0.5,1,0.5,"Ofan Hvalfjarðareyrar","28. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R52",3.9,0,0,0.5,1,0.5,"Ofan Hvalfjarðareyrar","28. mynd"
"Tephromela atra","Hrúðurfléttur","R52",3.9,0,0,0.5,1,0.5,"Ofan Hvalfjarðareyrar","28. mynd"
"Tremolecia atrata","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Varicellaria lactea","Hrúðurfléttur","R52",3.9,0,0,0.5,1,0.5,"Ofan Hvalfjarðareyrar","28. mynd"
"litlar svartar askhirslur","Hrúðurfléttur","R52",3.9,0,0,NA,NA,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R52",3.9,0,0,12,15,3,"Ofan Hvalfjarðareyrar","28. mynd"
"Ber klöpp","Hrúðurfléttur","R52",3.9,0,0,NA,2,NA,"Ofan Hvalfjarðareyrar","28. mynd"
"Andreaea rupestris","Mosar","R56",2.3,0,1,0.5,1,0.5,"Akrafjall","13. mynd"
"Grimmia affinis","Mosar","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Grimmia donniana","Mosar","R56",2.3,0,1,3,2,-1,"Akrafjall","13. mynd"
"Racomitrium heterostichum","Mosar","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Schistidium confertum","Mosar","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Schistidium flexipile","Mosar","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Parmelia omphalodes","Blað- og runnfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R56",2.3,0,1,8,7,-1,"Akrafjall","13. mynd"
"Physcia","Blað- og runnfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Ramalina subfarinacea","Blað- og runnfléttur","R56",2.3,0,1,3,8,5,"Akrafjall","13. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R56",2.3,0,1,NA,0.1,NA,"Akrafjall","13. mynd"
"Xanthoria candelaria","Blað- og runnfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Acarospora veronensis","Hrúðurfléttur","R56",2.3,0,1,0.5,0.1,-0.4,"Akrafjall","13. mynd"
"Aspicilia","Hrúðurfléttur","R56",2.3,0,1,2,NA,NA,"Akrafjall","13. mynd"
"Blastenia ferruginea","Hrúðurfléttur","R56",2.3,0,1,0.1,0.1,0,"Akrafjall","13. mynd"
"Candelariella vitellina","Hrúðurfléttur","R56",2.3,0,1,1,0.5,-0.5,"Akrafjall","13. mynd"
"Lecanora intricata","Hrúðurfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Lecanora polytropa","Hrúðurfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Lecanora sp.","Hrúðurfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Lecidea lapicida var. pantherina cf.","Hrúðurfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Lecidea sp.","Hrúðurfléttur","R56",2.3,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Lecidella meiococca","Hrúðurfléttur","R56",2.3,0,1,15,12,-3,"Akrafjall","13. mynd"
"Ochrolechia parella","Hrúðurfléttur","R56",2.3,0,1,2,3,1,"Akrafjall","13. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R56",2.3,0,1,7,10,3,"Akrafjall","13. mynd"
"Tephromela atra","Hrúðurfléttur","R56",2.3,0,1,2,2,0,"Akrafjall","13. mynd"
"Tremolecia atrata","Hrúðurfléttur","R56",2.3,0,1,0.1,0.5,0.4,"Akrafjall","13. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R56",2.3,0,1,20,18,-2,"Akrafjall","13. mynd"
"Ber klöpp","Hrúðurfléttur","R56",2.3,0,1,7,0,-7,"Akrafjall","13. mynd"
"Andreaea rupestris","Mosar","R60",2.4,0,1,NA,0.1,NA,"Akrafjall","13. mynd"
"Frullania fragilifolia","Mosar","R60",2.4,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Orthotrichum rupestre","Mosar","R60",2.4,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Pterigynandrum filiforme","Mosar","R60",2.4,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Dauður mosi","Mosar","R60",2.4,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Melanelixia subaurifera","Blað- og runnfléttur","R60",2.4,0,1,2,2,0,"Akrafjall","13. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R60",2.4,0,1,7,9,2,"Akrafjall","13. mynd"
"Ramalina subfarinacea","Blað- og runnfléttur","R60",2.4,0,1,1,2,1,"Akrafjall","13. mynd"
"Aspicilia cinerea","Hrúðurfléttur","R60",2.4,0,1,1,3,2,"Akrafjall","13. mynd"
"Aspicilia sp.","Hrúðurfléttur","R60",2.4,0,1,1,NA,NA,"Akrafjall","13. mynd"
"Candelariella vitellina","Hrúðurfléttur","R60",2.4,0,1,1,1,0,"Akrafjall","13. mynd"
"Lecanora intricata","Hrúðurfléttur","R60",2.4,0,1,1,1,0,"Akrafjall","13. mynd"
"Lecanora polytropa","Hrúðurfléttur","R60",2.4,0,1,0.5,NA,NA,"Akrafjall","13. mynd"
"Lepraria sp.","Hrúðurfléttur","R60",2.4,0,1,1,NA,NA,"Akrafjall","13. mynd"
"Ochrolechia parella","Hrúðurfléttur","R60",2.4,0,1,10,9,-1,"Akrafjall","13. mynd"
"Pertusaria aspergilla","Hrúðurfléttur","R60",2.4,0,1,NA,12,NA,"Akrafjall","13. mynd"
"Rhizocarpon distinctum","Hrúðurfléttur","R60",2.4,0,1,2,0.5,-1.5,"Akrafjall","13. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R60",2.4,0,1,0.1,0.5,0.4,"Akrafjall","13. mynd"
"Tephromela atra","Hrúðurfléttur","R60",2.4,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Verrucaria sp.","Hrúðurfléttur","R60",2.4,0,1,NA,NA,NA,"Akrafjall","13. mynd"
"Varicellaria lactea","Hrúðurfléttur","R60",2.4,0,1,NA,1,NA,"Akrafjall","13. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R60",2.4,0,1,45,20,-25,"Akrafjall","13. mynd"
"Ber klöpp","Hrúðurfléttur","R60",2.4,0,1,3,NA,NA,"Akrafjall","13. mynd"
"Andreaea rupestris","Mosar","R63",3.2,0,0,3,4,1,"Kalastaðakot","21. mynd"
"Grimmia sp.","Mosar","R63",3.2,0,0,2,2,0,"Kalastaðakot","21. mynd"
"Racomitrium sudeticum","Mosar","R63",3.2,0,0,NA,3,NA,"Kalastaðakot","21. mynd"
"mosi","Mosar","R63",3.2,0,0,1,1,0,"Kalastaðakot","21. mynd"
"Physcia sp","Blað- og runnfléttur","R63",3.2,0,0,NA,6,NA,"Kalastaðakot","21. mynd"
"Xanthoria candelaria","Blað- og runnfléttur","R63",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Acarospora","Hrúðurfléttur","R63",3.2,0,0,0.01,NA,NA,"Kalastaðakot","21. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R63",3.2,0,0,2,NA,NA,"Kalastaðakot","21. mynd"
"Candelariella vitellina","Hrúðurfléttur","R63",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Lecanora intricata","Hrúðurfléttur","R63",3.2,0,0,NA,0.1,NA,"Kalastaðakot","21. mynd"
"Lecanora polytropa","Hrúðurfléttur","R63",3.2,0,0,1,0.5,-0.5,"Kalastaðakot","21. mynd"
"Lecidea lapicida","Hrúðurfléttur","R63",3.2,0,0,7,5,-2,"Kalastaðakot","21. mynd"
"Lecidella meiococca","Hrúðurfléttur","R63",3.2,0,0,NA,1,NA,"Kalastaðakot","21. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R63",3.2,0,0,7,5,-2,"Kalastaðakot","21. mynd"
"Rinodina sp","Hrúðurfléttur","R63",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Tephromela atra","Hrúðurfléttur","R63",3.2,0,0,2,3,1,"Kalastaðakot","21. mynd"
"Tremolecia atrata","Hrúðurfléttur","R63",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R63",3.2,0,0,25,25,0,"Kalastaðakot","21. mynd"
"Ber klöpp","Hrúðurfléttur","R63",3.2,0,0,1,3,2,"Kalastaðakot","21. mynd"
"Andreaea rupestris","Mosar","R64",3.2,0,0,0.1,0.5,0.4,"Kalastaðakot","21. mynd"
"Hypnum cupressiforme","Mosar","R64",3.2,0,0,2,2,0,"Kalastaðakot","21. mynd"
"mosi (sami og í 63) Grimmia?","Mosar","R64",3.2,0,0,0.5,0.5,0,"Kalastaðakot","21. mynd"
"Physcia dubia","Blað- og runnfléttur","R64",3.2,0,0,9,NA,NA,"Kalastaðakot","21. mynd"
"Physcia sp. (sama og var safnað í reit 63)","Blað- og runnfléttur","R64",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R64",3.2,0,0,1,1,0,"Kalastaðakot","21. mynd"
"Praseola","Grænþörungar","R64",3.2,0,0,10,3,-7,"Kalastaðakot","21. mynd"
"Aspicilia","Hrúðurfléttur","R64",3.2,0,0,3,NA,NA,"Kalastaðakot","21. mynd"
"Candelariella coralliza","Hrúðurfléttur","R64",3.2,0,0,10,15,5,"Kalastaðakot","21. mynd"
"Candelariella vitellina","Hrúðurfléttur","R64",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R64",3.2,0,0,1,1,0,"Kalastaðakot","21. mynd"
"Lecanora intricata","Hrúðurfléttur","R64",3.2,0,0,0.1,0.1,0,"Kalastaðakot","21. mynd"
"Lecanora polytropa","Hrúðurfléttur","R64",3.2,0,0,1,0.5,-0.5,"Kalastaðakot","21. mynd"
